Date,WhiteChickQuantity,RedChickQuantity,ImportChickenQuantity
2021-03-30,301000,53200,52810
2021-03-31,301000,53200,52810
2021-04-01,325000,64600,0
2021-04-02,325000,64600,0
2021-04-03,325000,64600,0
2021-04-04,325000,64600,0
2021-04-05,325000,64600,0
2021-04-06,325000,64600,0
2021-04-07,325000,64600,0
2021-04-08,314000,56100,0
2021-04-09,314000,56100,0
2021-04-10,314000,56100,0
2021-04-11,314000,56100,0
2021-04-12,314000,56100,0
2021-04-13,314000,56100,0
2021-04-14,314000,56100,0
2021-04-15,317700,65200,0
2021-04-16,317700,65200,0
2021-04-17,317700,65200,0
2021-04-18,317700,65200,0
2021-04-19,317700,65200,0
2021-04-20,317700,65200,0
2021-04-21,317700,65200,0
2021-04-22,311700,47300,0
2021-04-23,311700,47300,0
2021-04-24,311700,47300,0
2021-04-25,311700,47300,0
2021-04-26,311700,47300,0
2021-04-27,311700,47300,0
2021-04-28,311700,47300,0
2021-04-29,311700,47300,0
2021-04-30,311700,47300,0
2021-05-01,304800,64600,18080
2021-05-02,304800,64600,18080
2021-05-03,304800,64600,18080
2021-05-04,304800,64600,18080
2021-05-05,304800,64600,18080
2021-05-06,304800,64600,18080
2021-05-07,304800,64600,18080
2021-05-08,277600,57100,18080
2021-05-09,277600,57100,18080
2021-05-10,277600,57100,18080
2021-05-11,277600,57100,18080
2021-05-12,277600,57100,18080
2021-05-13,277600,57100,18080
2021-05-14,277600,57100,18080
2021-05-15,251400,46200,18080
2021-05-16,251400,46200,18080
2021-05-17,251400,46200,18080
2021-05-18,251400,46200,18080
2021-05-19,251400,46200,18080
2021-05-20,251400,46200,18080
2021-05-21,251400,46200,18080
2021-05-22,257600,73700,18080
2021-05-23,257600,73700,18080
2021-05-24,257600,73700,18080
2021-05-25,257600,73700,18080
2021-05-26,257600,73700,18080
2021-05-27,257600,73700,18080
2021-05-28,257600,73700,18080
2021-05-29,276900,55500,18080
2021-05-30,276900,55500,18080
2021-05-31,276900,55500,18080
2021-06-01,284000,52500,0
2021-06-02,284000,52500,0
2021-06-03,284000,52500,0
2021-06-04,284000,52500,0
2021-06-05,284000,52500,0
2021-06-06,284000,52500,0
2021-06-07,284000,52500,0
2021-06-08,296300,70700,0
2021-06-09,296300,70700,0
2021-06-10,296300,70700,0
2021-06-11,296300,70700,0
2021-06-12,296300,70700,0
2021-06-13,296300,70700,0
2021-06-14,296300,70700,0
2021-06-15,328100,50000,0
2021-06-16,328100,50000,0
2021-06-17,328100,50000,0
2021-06-18,328100,50000,0
2021-06-19,328100,50000,0
2021-06-20,328100,50000,0
2021-06-21,328100,50000,0
2021-06-22,347700,75200,0
2021-06-23,347700,75200,0
2021-06-24,347700,75200,0
2021-06-25,347700,75200,0
2021-06-26,347700,75200,0
2021-06-27,347700,75200,0
2021-06-28,347700,75200,0
2021-06-29,347700,75200,0
2021-06-30,347700,75200,0
2021-07-01,292600,69500,41796
2021-07-02,292600,69500,41796
2021-07-03,292600,69500,41796
2021-07-04,292600,69500,41796
2021-07-05,292600,69500,41796
2021-07-06,292600,69500,41796
2021-07-07,292600,69500,41796
2021-07-08,286700,77100,41796
2021-07-09,286700,77100,41796
2021-07-10,286700,77100,41796
2021-07-11,286700,77100,41796
2021-07-12,286700,77100,41796
2021-07-13,286700,77100,41796
2021-07-14,286700,77100,41796
2021-07-15,289200,77400,41796
2021-07-16,289200,77400,41796
2021-07-17,289200,77400,41796
2021-07-18,289200,77400,41796
2021-07-19,289200,77400,41796
2021-07-20,289200,77400,41796
2021-07-21,289200,77400,41796
2021-07-22,312300,65500,41796
2021-07-23,312300,65500,41796
2021-07-24,312300,65500,41796
2021-07-25,312300,65500,41796
2021-07-26,312300,65500,41796
2021-07-27,312300,65500,41796
2021-07-28,312300,65500,41796
2021-07-29,296600,82800,41796
2021-07-30,296600,82800,41796
2021-07-31,296600,82800,41796
2021-08-01,307600,56600,0
2021-08-02,307600,56600,0
2021-08-03,307600,56600,0
2021-08-04,307600,56600,0
2021-08-05,307600,56600,0
2021-08-06,307600,56600,0
2021-08-07,307600,56600,0
2021-08-08,348100,69900,0
2021-08-09,348100,69900,0
2021-08-10,348100,69900,0
2021-08-11,348100,69900,0
2021-08-12,348100,69900,0
2021-08-13,348100,69900,0
2021-08-14,348100,69900,0
2021-08-15,273900,72800,0
2021-08-16,273900,72800,0
2021-08-17,273900,72800,0
2021-08-18,273900,72800,0
2021-08-19,273900,72800,0
2021-08-20,273900,72800,0
2021-08-21,273900,72800,0
2021-08-22,348400,86500,0
2021-08-23,348400,86500,0
2021-08-24,348400,86500,0
2021-08-25,348400,86500,0
2021-08-26,348400,86500,0
2021-08-27,348400,86500,0
2021-08-28,348400,86500,0
2021-08-29,348400,86500,0
2021-08-30,348400,86500,0
2021-08-31,348400,86500,0
2021-09-01,258900,83300,
2021-09-02,258900,83300,
2021-09-03,258900,83300,
2021-09-04,258900,83300,
2021-09-05,258900,83300,
2021-09-06,258900,83300,
2021-09-07,258900,83300,
2021-09-08,339100,83000,
2021-09-09,339100,83000,
2021-09-10,339100,83000,
2021-09-11,339100,83000,
2021-09-12,339100,83000,
2021-09-13,339100,83000,
2021-09-14,339100,83000,
2021-09-15,359000,78900,
2021-09-16,359000,78900,
2021-09-17,359000,78900,
2021-09-18,359000,78900,
2021-09-19,359000,78900,
2021-09-20,359000,78900,
2021-09-21,359000,78900,
2021-09-22,359800,82100,
2021-09-23,359800,82100,
2021-09-24,359800,82100,
2021-09-25,359800,82100,
2021-09-26,359800,82100,
2021-09-27,359800,82100,
2021-09-28,359800,82100,
2021-09-29,359800,82100,
2021-09-30,359800,82100,
2021-10-01,320990,73892,27600
2021-10-02,320990,73892,27600
2021-10-03,320990,73892,27600
2021-10-04,320990,73892,27600
2021-10-05,320990,73892,27600
2021-10-06,320990,73892,27600
2021-10-07,320990,73892,27600
2021-10-08,333800,97127,27600
2021-10-09,333800,97127,27600
2021-10-10,333800,97127,27600
2021-10-11,333800,97127,27600
2021-10-12,333800,97127,27600
2021-10-13,333800,97127,27600
2021-10-14,333800,97127,27600
2021-10-15,298596,79031,27600
2021-10-16,298596,79031,27600
2021-10-17,298596,79031,27600
2021-10-18,298596,79031,27600
2021-10-19,298596,79031,27600
2021-10-20,298596,79031,27600
2021-10-21,298596,79031,27600
2021-10-22,319239,99632,27600
2021-10-23,319239,99632,27600
2021-10-24,319239,99632,27600
2021-10-25,319239,99632,27600
2021-10-26,319239,99632,27600
2021-10-27,319239,99632,27600
2021-10-28,319239,99632,27600
2021-10-29,308568,68479,27600
2021-10-30,308568,68479,27600
2021-10-31,308568,68479,27600
2021-11-01,358624,98999,25840
2021-11-02,358624,98999,25840
2021-11-03,358624,98999,25840
2021-11-04,358624,98999,25840
2021-11-05,358624,98999,25840
2021-11-06,358624,98999,25840
2021-11-07,358624,98999,25840
2021-11-08,342133,80021,25840
2021-11-09,342133,80021,25840
2021-11-10,342133,80021,25840
2021-11-11,342133,80021,25840
2021-11-12,342133,80021,25840
2021-11-13,342133,80021,25840
2021-11-14,342133,80021,25840
2021-11-15,353553,79462,25840
2021-11-16,353553,79462,25840
2021-11-17,353553,79462,25840
2021-11-18,353553,79462,25840
2021-11-19,353553,79462,25840
2021-11-20,353553,79462,25840
2021-11-21,353553,79462,25840
2021-11-22,278756,54131,25840
2021-11-23,278756,54131,25840
2021-11-24,278756,54131,25840
2021-11-25,278756,54131,25840
2021-11-26,278756,54131,25840
2021-11-27,278756,54131,25840
2021-11-28,278756,54131,25840
2021-11-29,278756,54131,25840
2021-11-30,278756,54131,25840
2021-12-01,327903,86231,
2021-12-02,327903,86231,
2021-12-03,327903,86231,
2021-12-04,327903,86231,
2021-12-05,327903,86231,
2021-12-06,327903,86231,
2021-12-07,327903,86231,
2021-12-08,339265,81632,
2021-12-09,339265,81632,
2021-12-10,339265,81632,
2021-12-11,339265,81632,
2021-12-12,339265,81632,
2021-12-13,339265,81632,
2021-12-14,339265,81632,
2021-12-15,369062,91256,
2021-12-16,369062,91256,
2021-12-17,369062,91256,
2021-12-18,369062,91256,
2021-12-19,369062,91256,
2021-12-20,369062,91256,
2021-12-21,369062,91256,
2021-12-22,382887,52913,
2021-12-23,382887,52913,
2021-12-24,382887,52913,
2021-12-25,382887,52913,
2021-12-26,382887,52913,
2021-12-27,382887,52913,
2021-12-28,382887,52913,
2021-12-29,382887,52913,
2021-12-30,382887,52913,
2021-12-31,382887,52913,
