Date,WhiteChickQuantity,RedChickQuantity,ImportChickenQuantity
2020-04-16,336300,83190,29000
2020-04-17,336300,83190,29000
2020-04-18,336300,83190,29000
2020-04-19,336300,83190,29000
2020-04-20,336300,83190,29000
2020-04-21,336300,83190,29000
2020-04-22,323500,76879,29000
2020-04-23,323500,76879,29000
2020-04-24,323500,76879,29000
2020-04-25,323500,76879,29000
2020-04-26,323500,76879,29000
2020-04-27,323500,76879,29000
2020-04-28,323500,76879,29000
2020-04-29,323500,76879,29000
2020-04-30,323500,76879,29000
2020-05-01,332800,96397,12460
2020-05-02,332800,96397,12460
2020-05-03,332800,96397,12460
2020-05-04,332800,96397,12460
2020-05-05,332800,96397,12460
2020-05-06,332800,96397,12460
2020-05-07,332800,96397,12460
2020-05-08,268391,89955,12460
2020-05-09,268391,89955,12460
2020-05-10,268391,89955,12460
2020-05-11,268391,89955,12460
2020-05-12,268391,89955,12460
2020-05-13,268391,89955,12460
2020-05-14,268391,89955,12460
2020-05-15,296890,68090,12460
2020-05-16,296890,68090,12460
2020-05-17,296890,68090,12460
2020-05-18,296890,68090,12460
2020-05-19,296890,68090,12460
2020-05-20,296890,68090,12460
2020-05-21,296890,68090,12460
2020-05-22,297500,75290,12460
2020-05-23,297500,75290,12460
2020-05-24,297500,75290,12460
2020-05-25,297500,75290,12460
2020-05-26,297500,75290,12460
2020-05-27,297500,75290,12460
2020-05-28,297500,75290,12460
2020-05-29,263330,94900,12460
2020-05-30,263330,94900,12460
2020-05-31,263330,94900,12460
2020-06-01,315430,112970,16160
2020-06-02,315430,112970,16160
2020-06-03,315430,112970,16160
2020-06-04,315430,112970,16160
2020-06-05,315430,112970,16160
2020-06-06,315430,112970,16160
2020-06-07,315430,112970,16160
2020-06-08,403080,87000,16160
2020-06-09,403080,87000,16160
2020-06-10,403080,87000,16160
2020-06-11,403080,87000,16160
2020-06-12,403080,87000,16160
2020-06-13,403080,87000,16160
2020-06-14,403080,87000,16160
2020-06-15,356228,97790,16160
2020-06-16,356228,97790,16160
2020-06-17,356228,97790,16160
2020-06-18,356228,97790,16160
2020-06-19,356228,97790,16160
2020-06-20,356228,97790,16160
2020-06-21,356228,97790,16160
2020-06-22,338180,80500,16160
2020-06-23,338180,80500,16160
2020-06-24,338180,80500,16160
2020-06-25,338180,80500,16160
2020-06-26,338180,80500,16160
2020-06-27,338180,80500,16160
2020-06-28,338180,80500,16160
2020-06-29,338180,80500,16160
2020-06-30,338180,80500,16160
2020-07-01,358170,86500,24000
2020-07-02,358170,86500,24000
2020-07-03,358170,86500,24000
2020-07-04,358170,86500,24000
2020-07-05,358170,86500,24000
2020-07-06,358170,86500,24000
2020-07-07,358170,86500,24000
2020-07-08,430250,81450,24000
2020-07-09,430250,81450,24000
2020-07-10,430250,81450,24000
2020-07-11,430250,81450,24000
2020-07-12,430250,81450,24000
2020-07-13,430250,81450,24000
2020-07-14,430250,81450,24000
2020-07-15,371410,78900,24000
2020-07-16,371410,78900,24000
2020-07-17,371410,78900,24000
2020-07-18,371410,78900,24000
2020-07-19,371410,78900,24000
2020-07-20,371410,78900,24000
2020-07-21,371410,78900,24000
2020-07-22,315790,96900,24000
2020-07-23,315790,96900,24000
2020-07-24,315790,96900,24000
2020-07-25,315790,96900,24000
2020-07-26,315790,96900,24000
2020-07-27,315790,96900,24000
2020-07-28,315790,96900,24000
2020-07-29,315790,96900,24000
2020-07-30,315790,96900,24000
2020-07-31,315790,96900,24000
2020-08-01,315200,93200,
2020-08-02,315200,93200,
2020-08-03,315200,93200,
2020-08-04,315200,93200,
2020-08-05,315200,93200,
2020-08-06,315200,93200,
2020-08-07,315200,93200,
2020-08-08,345500,93300,
2020-08-09,345500,93300,
2020-08-10,345500,93300,
2020-08-11,345500,93300,
2020-08-12,345500,93300,
2020-08-13,345500,93300,
2020-08-14,345500,93300,
2020-08-15,372300,68000,
2020-08-16,372300,68000,
2020-08-17,372300,68000,
2020-08-18,372300,68000,
2020-08-19,372300,68000,
2020-08-20,372300,68000,
2020-08-21,372300,68000,
2020-08-22,279500,109600,
2020-08-23,279500,109600,
2020-08-24,279500,109600,
2020-08-25,279500,109600,
2020-08-26,279500,109600,
2020-08-27,279500,109600,
2020-08-28,279500,109600,
2020-08-29,323000,88300,
2020-08-30,323000,88300,
2020-08-31,323000,88300,
2020-09-01,324500,86500,
2020-09-02,324500,86500,
2020-09-03,324500,86500,
2020-09-04,324500,86500,
2020-09-05,324500,86500,
2020-09-06,324500,86500,
2020-09-07,324500,86500,
2020-09-08,327600,85800,
2020-09-09,327600,85800,
2020-09-10,327600,85800,
2020-09-11,327600,85800,
2020-09-12,327600,85800,
2020-09-13,327600,85800,
2020-09-14,327600,85800,
2020-09-15,287700,125800,
2020-09-16,287700,125800,
2020-09-17,287700,125800,
2020-09-18,287700,125800,
2020-09-19,287700,125800,
2020-09-20,287700,125800,
2020-09-21,287700,125800,
2020-09-22,271200,86200,
2020-09-23,271200,86200,
2020-09-24,271200,86200,
2020-09-25,271200,86200,
2020-09-26,271200,86200,
2020-09-27,271200,86200,
2020-09-28,271200,86200,
2020-09-29,271200,86200,
2020-09-30,271200,86200,
2020-10-01,324500,89350,24000
2020-10-02,324500,89350,24000
2020-10-03,324500,89350,24000
2020-10-04,324500,89350,24000
2020-10-05,324500,89350,24000
2020-10-06,324500,89350,24000
2020-10-07,324500,89350,24000
2020-10-08,243000,98150,24000
2020-10-09,243000,98150,24000
2020-10-10,243000,98150,24000
2020-10-11,243000,98150,24000
2020-10-12,243000,98150,24000
2020-10-13,243000,98150,24000
2020-10-14,243000,98150,24000
2020-10-15,342700,65900,24000
2020-10-16,342700,65900,24000
2020-10-17,342700,65900,24000
2020-10-18,342700,65900,24000
2020-10-19,342700,65900,24000
2020-10-20,342700,65900,24000
2020-10-21,342700,65900,24000
2020-10-22,334300,76800,24000
2020-10-23,334300,76800,24000
2020-10-24,334300,76800,24000
2020-10-25,334300,76800,24000
2020-10-26,334300,76800,24000
2020-10-27,334300,76800,24000
2020-10-28,334300,76800,24000
2020-10-29,314200,43800,24000
2020-10-30,314200,43800,24000
2020-10-31,314200,43800,24000
2020-11-01,305000,58500,
2020-11-02,305000,58500,
2020-11-03,305000,58500,
2020-11-04,305000,58500,
2020-11-05,305000,58500,
2020-11-06,305000,58500,
2020-11-07,305000,58500,
2020-11-08,324000,61600,
2020-11-09,324000,61600,
2020-11-10,324000,61600,
2020-11-11,324000,61600,
2020-11-12,324000,61600,
2020-11-13,324000,61600,
2020-11-14,324000,61600,
2020-11-15,307800,72200,
2020-11-16,307800,72200,
2020-11-17,307800,72200,
2020-11-18,307800,72200,
2020-11-19,307800,72200,
2020-11-20,307800,72200,
2020-11-21,307800,72200,
2020-11-22,309400,75600,
2020-11-23,309400,75600,
2020-11-24,309400,75600,
2020-11-25,309400,75600,
2020-11-26,309400,75600,
2020-11-27,309400,75600,
2020-11-28,309400,75600,
2020-11-29,309400,75600,
2020-11-30,309400,75600,
2020-12-01,322450,90150,33498
2020-12-02,322450,90150,33498
2020-12-03,322450,90150,33498
2020-12-04,322450,90150,33498
2020-12-05,322450,90150,33498
2020-12-06,322450,90150,33498
2020-12-07,322450,90150,33498
2020-12-08,392100,57300,33498
2020-12-09,392100,57300,33498
2020-12-10,392100,57300,33498
2020-12-11,392100,57300,33498
2020-12-12,392100,57300,33498
2020-12-13,392100,57300,33498
2020-12-14,392100,57300,33498
2020-12-15,336400,64600,33498
2020-12-16,336400,64600,33498
2020-12-17,336400,64600,33498
2020-12-18,336400,64600,33498
2020-12-19,336400,64600,33498
2020-12-20,336400,64600,33498
2020-12-21,336400,64600,33498
2020-12-22,323900,69200,33498
2020-12-23,323900,69200,33498
2020-12-24,323900,69200,33498
2020-12-25,323900,69200,33498
2020-12-26,323900,69200,33498
2020-12-27,323900,69200,33498
2020-12-28,323900,69200,33498
2020-12-29,323900,69200,33498
2020-12-30,323900,69200,33498
2020-12-31,323900,69200,33498
