Date,WhiteChickQuantity,RedChickQuantity,ImportChickenQuantity
2019-04-05,384900,55200,29000
2019-04-06,384900,55200,29000
2019-04-07,384900,55200,29000
2019-04-08,425800,37300,29000
2019-04-09,425800,37300,29000
2019-04-10,425800,37300,29000
2019-04-11,425800,37300,29000
2019-04-12,425800,37300,29000
2019-04-13,425800,37300,29000
2019-04-14,425800,37300,29000
2019-04-15,306900,76430,29000
2019-04-16,306900,76430,29000
2019-04-17,306900,76430,29000
2019-04-18,306900,76430,29000
2019-04-19,306900,76430,29000
2019-04-20,306900,76430,29000
2019-04-21,306900,76430,29000
2019-04-22,373000,60300,29000
2019-04-23,373000,60300,29000
2019-04-24,373000,60300,29000
2019-04-25,373000,60300,29000
2019-04-26,373000,60300,29000
2019-04-27,373000,60300,29000
2019-04-28,373000,60300,29000
2019-04-29,373000,60300,29000
2019-04-30,373000,60300,29000
2019-05-01,401100,50600,18080
2019-05-02,401100,50600,18080
2019-05-03,401100,50600,18080
2019-05-04,401100,50600,18080
2019-05-05,401100,50600,18080
2019-05-06,401100,50600,18080
2019-05-07,401100,50600,18080
2019-05-08,349300,81100,18080
2019-05-09,349300,81100,18080
2019-05-10,349300,81100,18080
2019-05-11,349300,81100,18080
2019-05-12,349300,81100,18080
2019-05-13,349300,81100,18080
2019-05-14,349300,81100,18080
2019-05-15,372600,60200,18080
2019-05-16,372600,60200,18080
2019-05-17,372600,60200,18080
2019-05-18,372600,60200,18080
2019-05-19,372600,60200,18080
2019-05-20,372600,60200,18080
2019-05-21,372600,60200,18080
2019-05-22,340000,65300,18080
2019-05-23,340000,65300,18080
2019-05-24,340000,65300,18080
2019-05-25,340000,65300,18080
2019-05-26,340000,65300,18080
2019-05-27,340000,65300,18080
2019-05-28,340000,65300,18080
2019-05-29,340000,65300,18080
2019-05-30,340000,65300,18080
2019-05-31,340000,65300,18080
2019-06-01,361900,56300,0
2019-06-02,361900,56300,0
2019-06-03,361900,56300,0
2019-06-04,361900,56300,0
2019-06-05,361900,56300,0
2019-06-06,361900,56300,0
2019-06-07,361900,56300,0
2019-06-08,312400,59400,0
2019-06-09,312400,59400,0
2019-06-10,312400,59400,0
2019-06-11,312400,59400,0
2019-06-12,312400,59400,0
2019-06-13,312400,59400,0
2019-06-14,312400,59400,0
2019-06-15,359800,48700,0
2019-06-16,359800,48700,0
2019-06-17,359800,48700,0
2019-06-18,359800,48700,0
2019-06-19,359800,48700,0
2019-06-20,359800,48700,0
2019-06-21,359800,48700,0
2019-06-22,341400,58800,0
2019-06-23,341400,58800,0
2019-06-24,341400,58800,0
2019-06-25,341400,58800,0
2019-06-26,341400,58800,0
2019-06-27,341400,58800,0
2019-06-28,341400,58800,0
2019-06-29,282500,60500,0
2019-06-30,282500,60500,0
2019-07-01,328200,56100,41000
2019-07-02,328200,56100,41000
2019-07-03,328200,56100,41000
2019-07-04,328200,56100,41000
2019-07-05,328200,56100,41000
2019-07-06,328200,56100,41000
2019-07-07,328200,56100,41000
2019-07-08,397700,70000,41000
2019-07-09,397700,70000,41000
2019-07-10,397700,70000,41000
2019-07-11,397700,70000,41000
2019-07-12,397700,70000,41000
2019-07-13,397700,70000,41000
2019-07-14,397700,70000,41000
2019-07-15,390200,54300,41000
2019-07-16,390200,54300,41000
2019-07-17,390200,54300,41000
2019-07-18,390200,54300,41000
2019-07-19,390200,54300,41000
2019-07-20,390200,54300,41000
2019-07-21,390200,54300,41000
2019-07-22,380200,80800,41000
2019-07-23,380200,80800,41000
2019-07-24,380200,80800,41000
2019-07-25,380200,80800,41000
2019-07-26,380200,80800,41000
2019-07-27,380200,80800,41000
2019-07-28,380200,80800,41000
2019-07-29,380200,80800,41000
2019-07-30,380200,80800,41000
2019-07-31,380200,80800,41000
2019-08-01,350400,70200,0
2019-08-02,350400,70200,0
2019-08-03,350400,70200,0
2019-08-04,350400,70200,0
2019-08-05,350400,70200,0
2019-08-06,350400,70200,0
2019-08-07,350400,70200,0
2019-08-08,314200,86400,0
2019-08-09,314200,86400,0
2019-08-10,314200,86400,0
2019-08-11,314200,86400,0
2019-08-12,314200,86400,0
2019-08-13,314200,86400,0
2019-08-14,314200,86400,0
2019-08-15,304100,54750,0
2019-08-16,304100,54750,0
2019-08-17,304100,54750,0
2019-08-18,304100,54750,0
2019-08-19,304100,54750,0
2019-08-20,304100,54750,0
2019-08-21,304100,54750,0
2019-08-22,248500,67400,0
2019-08-23,248500,67400,0
2019-08-24,248500,67400,0
2019-08-25,248500,67400,0
2019-08-26,248500,67400,0
2019-08-27,248500,67400,0
2019-08-28,248500,67400,0
2019-08-29,228500,77330,0
2019-08-30,228500,77330,0
2019-08-31,228500,77330,0
2019-09-01,291200,61600,19217
2019-09-02,291200,61600,19217
2019-09-03,291200,61600,19217
2019-09-04,291200,61600,19217
2019-09-05,291200,61600,19217
2019-09-06,291200,61600,19217
2019-09-07,291200,61600,19217
2019-09-08,325500,59750,19217
2019-09-09,325500,59750,19217
2019-09-10,325500,59750,19217
2019-09-11,325500,59750,19217
2019-09-12,325500,59750,19217
2019-09-13,325500,59750,19217
2019-09-14,325500,59750,19217
2019-09-15,314600,63700,19217
2019-09-16,314600,63700,19217
2019-09-17,314600,63700,19217
2019-09-18,314600,63700,19217
2019-09-19,314600,63700,19217
2019-09-20,314600,63700,19217
2019-09-21,314600,63700,19217
2019-09-22,316500,77750,19217
2019-09-23,316500,77750,19217
2019-09-24,316500,77750,19217
2019-09-25,316500,77750,19217
2019-09-26,316500,77750,19217
2019-09-27,316500,77750,19217
2019-09-28,316500,77750,19217
2019-09-29,316500,77750,19217
2019-09-30,316500,77750,19217
2019-10-01,350800,78900,0
2019-10-02,350800,78900,0
2019-10-03,350800,78900,0
2019-10-04,350800,78900,0
2019-10-05,350800,78900,0
2019-10-06,350800,78900,0
2019-10-07,350800,78900,0
2019-10-08,323900,53100,0
2019-10-09,323900,53100,0
2019-10-10,323900,53100,0
2019-10-11,323900,53100,0
2019-10-12,323900,53100,0
2019-10-13,323900,53100,0
2019-10-14,323900,53100,0
2019-10-15,358200,81450,0
2019-10-16,358200,81450,0
2019-10-17,358200,81450,0
2019-10-18,358200,81450,0
2019-10-19,358200,81450,0
2019-10-20,358200,81450,0
2019-10-21,358200,81450,0
2019-10-22,372500,71800,0
2019-10-23,372500,71800,0
2019-10-24,372500,71800,0
2019-10-25,372500,71800,0
2019-10-26,372500,71800,0
2019-10-27,372500,71800,0
2019-10-28,372500,71800,0
2019-10-29,372500,71800,0
2019-10-30,372500,71800,0
2019-10-31,372500,71800,0
2019-11-01,346200,81200,26640
2019-11-02,346200,81200,26640
2019-11-03,346200,81200,26640
2019-11-04,346200,81200,26640
2019-11-05,346200,81200,26640
2019-11-06,346200,81200,26640
2019-11-07,346200,81200,26640
2019-11-08,373800,74800,26640
2019-11-09,373800,74800,26640
2019-11-10,373800,74800,26640
2019-11-11,373800,74800,26640
2019-11-12,373800,74800,26640
2019-11-13,373800,74800,26640
2019-11-14,373800,74800,26640
2019-11-15,382400,90400,26640
2019-11-16,382400,90400,26640
2019-11-17,382400,90400,26640
2019-11-18,382400,90400,26640
2019-11-19,382400,90400,26640
2019-11-20,382400,90400,26640
2019-11-21,382400,90400,26640
2019-11-22,368100,83600,26640
2019-11-23,368100,83600,26640
2019-11-24,368100,83600,26640
2019-11-25,368100,83600,26640
2019-11-26,368100,83600,26640
2019-11-27,368100,83600,26640
2019-11-28,368100,83600,26640
2019-11-29,386900,88300,26640
2019-11-30,386900,88300,26640
2019-12-01,410800,80900,29000
2019-12-02,410800,80900,29000
2019-12-03,410800,80900,29000
2019-12-04,410800,80900,29000
2019-12-05,410800,80900,29000
2019-12-06,410800,80900,29000
2019-12-07,410800,80900,29000
2019-12-08,418100,99950,29000
2019-12-09,418100,99950,29000
2019-12-10,418100,99950,29000
2019-12-11,418100,99950,29000
2019-12-12,418100,99950,29000
2019-12-13,418100,99950,29000
2019-12-14,418100,99950,29000
2019-12-15,401700,100650,29000
2019-12-16,401700,100650,29000
2019-12-17,401700,100650,29000
2019-12-18,401700,100650,29000
2019-12-19,401700,100650,29000
2019-12-20,401700,100650,29000
2019-12-21,401700,100650,29000
2019-12-22,349400,112000,29000
2019-12-23,349400,112000,29000
2019-12-24,349400,112000,29000
2019-12-25,349400,112000,29000
2019-12-26,349400,112000,29000
2019-12-27,349400,112000,29000
2019-12-28,349400,112000,29000
2019-12-29,349400,112000,29000
2019-12-30,349400,112000,29000
2019-12-31,349400,112000,29000
